BEnh,h,d,R,P0,Nb,a
-27.70460064,1,25,870050,0.008837093,1031,2
-27.70300504,1,10,790050,0.004400321,1880,2
-27.70194633,1,35,920050,0.011629481,828,2
-27.69821816,1,45,970050,0.014429353,704,2
-27.68464028,1,20,840050,0.007387651,1191,2
-27.68229167,1,30,890050,0.010197616,914,2
-27.68150001,1,40,940050,0.012982063,759,2
-27.67763481,1,50,990050,0.015788231,657,2
-27.66565548,1,15,810050,0.005908798,1436,2
-27.66212396,1,35,910050,0.011544777,826,2
-27.66186749,1,45,960050,0.014324162,702,2
-27.66078099,1,25,860050,0.008764667,1027,2
-27.65142526,1,10,780050,0.004362942,1873,2
-27.64324275,1,40,930050,0.012878929,756,2
-27.64265478,1,50,980050,0.015672663,655,2
-27.64028522,1,30,880050,0.010117729,911,2
-27.63827827,1,20,830050,0.007324874,1186,2
-27.62508392,1,45,950050,0.014218859,700,2
-27.62181158,1,35,900050,0.011453263,823,2
-27.61649673,1,15,800050,0.005857733,1430,2
-27.61640341,1,25,850050,0.008696266,1024,2
-27.60726276,1,50,970050,0.015557,653,2
-27.60452005,1,40,920050,0.012783823,754,2
-27.59914919,1,10,770050,0.004324348,1865,2
-27.59775018,1,30,870050,0.010037735,908,2
-27.59131206,1,20,820050,0.00726501,1182,2
-27.58951095,1,55,990050,0.016898635,613,2
-27.58785798,1,45,940050,0.014113441,698,2
-27.58099787,1,35,890050,0.011361661,820,2
-27.57145437,1,25,840050,0.008623652,1020,2
-27.57144992,1,50,960050,0.01544124,651,2
-27.56668185,1,15,790050,0.005808585,1425,2
-27.56532145,1,40,910050,0.012680526,751,2
-27.55503507,1,55,980050,0.0167854,612,2
-27.55467406,1,30,860050,0.009957632,905,2
-27.55017991,1,45,930050,0.014007905,696,2
-27.54615845,1,10,760050,0.004285688,1857,2
-27.54372649,1,20,810050,0.007205041,1178,2
-27.53967127,1,35,880050,0.01127658,818,2
-27.53520715,1,50,950050,0.015325381,649,2
-27.52591992,1,25,830050,0.008550949,1016,2
-27.52563637,1,40,900050,0.012585185,749,2
-27.52015008,1,55,970050,0.016659104,610,2
-27.51619394,1,15,780050,0.005757357,1419,2
-27.51203978,1,45,920050,0.013892719,693,2
-27.51104393,1,30,850050,0.009877416,902,2
-27.50483243,1,60,990050,0.017995798,576,2
-27.49852505,1,50,940050,0.015209417,647,2
-27.4978199,1,35,870050,0.011184764,815,2
-27.49550604,1,20,800050,0.007142003,1173,2
-27.49243396,1,10,750050,0.004246959,1849,2
-27.48545328,1,40,890050,0.012489704,747,2
-27.48484702,1,55,960050,0.016532724,608,2
-27.47978567,1,25,820050,0.008482208,1013,2
-27.47342708,1,45,910050,0.013786978,691,2
-27.47083574,1,60,980050,0.017873544,575,2
-27.46684649,1,30,840050,0.009791831,898,2
-27.4650154,1,15,770050,0.005706049,1413,2
-27.46139391,1,50,930050,0.015093347,645,2
-27.45543118,1,35,860050,0.011092851,812,2
-27.44911683,1,55,950050,0.016406258,606,2
-27.44663439,1,20,790050,0.007081829,1169,2
-27.44476104,1,40,880050,0.012386125,744,2
-27.43795584,1,10,740050,0.00420816,1841,2
-27.43643313,1,60,970050,0.017736563,573,2
-27.43433099,1,45,900050,0.013681107,689,2
-27.43303662,1,25,810050,0.0084093,1009,2
-27.42380368,1,50,920050,0.014977166,643,2
-27.423231,1,65,990050,0.019075115,544,2
-27.42206777,1,30,830050,0.009711404,895,2
-27.41312796,1,15,760050,0.005654658,1407,2
-27.41295019,1,55,940050,0.016292416,605,2
-27.41249225,1,35,850050,0.011000836,809,2
-27.40354729,1,40,870050,0.012290387,742,2
-27.40161503,1,60,960050,0.017599513,571,2
-27.39709482,1,20,780050,0.007018606,1164,2
-27.39474037,1,45,890050,0.013575103,687,2
-27.38969214,1,65,980050,0.018927483,542,2
-27.38574401,1,50,910050,0.01486087,641,2
-27.38565719,1,25,800050,0.008336293,1005,2
-27.38270341,1,10,730050,0.004169287,1833,2
-27.37669337,1,30,820050,0.009630853,892,2
-27.37633771,1,55,930050,0.016165713,603,2
-27.36898978,1,35,840050,0.010908717,806,2
-27.36637253,1,60,950050,0.017476817,570,2
-27.3618,1,40,860050,0.012186614,739,2
-27.36051265,1,15,750050,0.005605136,1402,2
-27.35574935,1,65,970050,0.018796087,541,2
-27.35464367,1,45,880050,0.013468963,685,2
-27.34720417,1,50,900050,0.014744456,639,2
-27.34686975,1,20,770050,0.006955294,1159,2
-27.34440339,1,70,990050,0.020120374,515,2
-27.33926909,1,55,920050,0.016038912,601,2
-27.33763125,1,25,790050,0.008263184,1001,2
-27.33070836,1,30,810050,0.009550177,889,2
-27.33069686,1,60,940050,0.017339562,568,2
-27.32665515,1,10,720050,0.004130339,1825,2
-27.32490997,1,35,830050,0.01081649,803,2
-27.32139427,1,65,960050,0.018648295,539,2
-27.31950599,1,40,850050,0.012090604,737,2
-27.31402931,1,45,870050,0.013353359,682,2
-27.31130224,1,70,980050,0.019980116,514,2
-27.30817308,1,50,890050,0.01462792,637,2
-27.3071497,1,15,740050,0.005553562,1396,2
-27.30173401,1,55,910050,0.015912009,599,2
-27.29594102,1,20,760050,0.006894796,1155,2
-27.29457775,1,60,930050,0.017202229,566,2
-27.28894204,1,25,780050,0.008189969,997,2
-27.28661732,1,65,950050,0.018516591,538,2
-27.28409742,1,30,800050,0.009464212,885,2
-27.28023854,1,35,820050,0.010730589,801,2
-27.2777997,1,70,970050,0.019821606,512,2
-27.27665241,1,40,840050,0.011986622,734,2
-27.27288464,1,45,860050,0.013246976,680,2
-27.26978859,1,10,710050,0.004091314,1817,2
-27.26863927,1,50,880050,0.014511257,635,2
-27.26809516,1,75,990050,0.021162696,490,2
-27.26372181,1,55,900050,0.015785001,597,2
-27.2580053,1,60,920050,0.017064814,564,2
-27.25301851,1,15,730050,0.005501895,1390,2
-27.25141005,1,65,940050,0.018368623,536,2
-27.24428977,1,20,750050,0.006831282,1150,2
-27.24388765,1,70,960050,0.019681067,511,2
-27.23957217,1,25,770050,0.008116647,993,2
-27.2368443,1,30,790050,0.009383295,882,2
-27.23541353,1,75,980050,0.021013389,489,2
-27.23496062,1,35,810050,0.010638104,798,2
-27.23322508,1,40,830050,0.011882547,731,2
-27.23119686,1,45,850050,0.013140443,678,2
-27.22859087,1,50,870050,0.014394464,633,2
-27.22522146,1,55,890050,0.015657884,595,2
-27.22096972,1,60,910050,0.016941491,563,2
-27.21576191,1,65,930050,0.018220593,534,2
-27.21208034,1,10,700050,0.004052209,1809,2
-27.20955623,1,70,950050,0.019522421,509,2
-27.20233355,1,75,970050,0.020843988,487,2
-27.19809767,1,15,720050,0.005450135,1384,2
-27.19408988,1,80,990050,0.022176048,467,2
-27.19189626,1,20,740050,0.006767668,1145,2
-27.18950352,1,25,760050,0.008043212,989,2
-27.18921004,1,40,820050,0.011786117,729,2
-27.18906076,1,35,800050,0.0105455,795,2
-27.18895297,1,45,840050,0.01302456,675,2
-27.18893234,1,30,780050,0.009297131,878,2
-27.18801561,1,50,860050,0.014277536,631,2
-27.18622157,1,55,880050,0.015530653,593,2
-27.18346001,1,60,900050,0.016803839,561,2
-27.17966383,1,65,920050,0.018088434,533,2
-27.17479736,1,70,940050,0.019381584,508,2
-27.16884631,1,75,960050,0.020694422,486,2
-27.16181215,1,80,980050,0.022017737,466,2
-27.15350597,1,10,690050,0.004013021,1801,2
-27.14690075,1,50,850050,0.014160468,629,2
-27.14671031,1,55,870050,0.015403304,591,2
-27.1461392,1,45,830050,0.012917759,673,2
-27.14546509,1,60,890050,0.016666092,559,2
-27.14459234,1,40,810050,0.011681809,726,2
-27.14310503,1,65,910050,0.017940203,531,2
-27.14252295,1,35,790050,0.010452773,792,2
-27.14236483,1,15,710050,0.005398277,1378,2
-27.14034432,1,30,770050,0.009215959,875,2
-27.13960012,1,70,930050,0.019222786,506,2
-27.13874003,1,20,730050,0.006703952,1140,2
-27.13871727,1,25,750050,0.007969661,985,2
-27.13494235,1,75,950050,0.020544673,485,2
-27.12913796,1,80,970050,0.02185926,465,2
-27.12220322,1,85,990050,0.023192041,447,2
-27.10697361,1,60,880050,0.016528247,557,2
-27.10667547,1,55,860050,0.015275832,589,2
-27.10607486,1,65,900050,0.017807692,530,2
-27.10523311,1,50,840050,0.014043256,627,2
-27.10395609,1,70,920050,0.019081633,505,2
-27.10274113,1,45,820050,0.012810795,671,2
-27.10061361,1,75,940050,0.020375075,483,2
-27.09935655,1,40,800050,0.011577396,723,2
-27.09605865,1,80,960050,0.021700614,464,2
-27.09533059,1,35,780050,0.010359917,789,2
-27.09403999,1,10,680050,0.003972657,1792,2
-27.09106204,1,30,760050,0.009134641,872,2
-27.09031354,1,85,980050,0.02302463,446,2
-27.08719384,1,25,740050,0.00789599,981,2
-27.0857967,1,15,700050,0.00534441,1371,2
-27.08479975,1,20,720050,0.006640129,1135,2
-27.06856304,1,65,890050,0.017659243,528,2
-27.06797413,1,60,870050,0.016404223,556,2
-27.06785361,1,70,910050,0.018922667,503,2
-27.0661044,1,55,850050,0.015148234,587,2
-27.06584948,1,75,930050,0.020225039,482,2
-27.06299906,1,50,830050,0.013915298,624,2
-27.06256623,1,80,950050,0.021520153,462,2
-27.05874438,1,45,810050,0.012694595,668,2
-27.05802993,1,85,970050,0.022857062,445,2
-27.05348704,1,40,790050,0.011480506,721,2
-27.05227334,1,90,990050,0.024199109,429,2
-27.0474664,1,35,770050,0.010266928,786,2
-27.04106693,1,30,750050,0.009048136,868,2
-27.03491283,1,25,730050,0.007822196,977,2
-27.03365578,1,10,670050,0.003933302,1784,2
-27.0312835,1,70,900050,0.018781178,502,2
-27.03064055,1,75,920050,0.020055315,480,2
-27.03055748,1,65,880050,0.017510713,526,2
-27.03005319,1,20,710050,0.006576197,1130,2
-27.02865082,1,80,940050,0.021361251,461,2
-27.0284543,1,60,860050,0.016266105,554,2
-27.028369,1,15,690050,0.005292358,1365,2
-27.02534405,1,85,960050,0.022665642,443,2
-27.02498396,1,55,840050,0.015020504,585,2
-27.02075789,1,90,980050,0.024022557,428,2
-27.02018465,1,50,820050,0.013797835,622,2
-27.01413337,1,45,800050,0.012587335,666,2
-27.00696699,1,40,780050,0.011375835,718,2
-26.99891241,1,35,760050,0.010173802,783,2
-26.99497686,1,75,910050,0.019904972,479,2
-26.99430264,1,80,930050,0.021202165,460,2
-26.99423363,1,70,890050,0.018622024,500,2
-26.99224748,1,85,950050,0.022497854,442,2
-26.99204665,1,65,870050,0.017377673,525,2
-26.99033929,1,30,740050,0.008966536,865,2
-26.9888516,1,90,970050,0.023820047,426,2
-26.98840137,1,60,850050,0.016127873,552,2
-26.98416091,1,95,990050,0.025178388,412,2
-26.98330057,1,55,830050,0.014892638,583,2
-26.98185299,1,25,720050,0.007748273,973,2
-26.97677495,1,50,810050,0.013680212,620,2
-26.97447716,1,20,700050,0.006514972,1126,2
-26.97232549,1,10,660050,0.003892777,1775,2
-26.97005635,1,15,680050,0.005240198,1359,2
-26.96889231,1,45,790050,0.012470916,663,2
-26.95977918,1,40,770050,0.011271044,715,2
-26.95951275,1,80,920050,0.021021535,458,2
-26.95884718,1,75,900050,0.019735105,477,2
-26.95873032,1,85,940050,0.022329896,441,2
-26.95669369,1,70,880050,0.018480178,499,2
-26.95654541,1,90,960050,0.023643313,425,2
-26.95301892,1,65,860050,0.017228896,523,2
-26.95300732,1,95,980050,0.024992741,411,2
-26.94964998,1,35,750050,0.01007431,779,2
-26.9478023,1,60,840050,0.015989525,550,2
-26.94104012,1,55,820050,0.01476463,581,2
-26.93885902,1,30,730050,0.008879792,861,2
-26.93275472,1,50,800050,0.013562426,618,2
-26.92799217,1,25,710050,0.007674219,969,2
-26.92478308,1,85,930050,0.02216176,440,2
-26.92427054,1,80,910050,0.020862165,457,2
-26.92383036,1,90,950050,0.023466423,424,2
-26.92300478,1,45,780050,0.01236334,661,2
-26.92224181,1,75,890050,0.019584435,476,2
-26.92146465,1,95,970050,0.024806957,410,2
-26.91865134,1,70,870050,0.018320819,497,2
-26.91804747,1,20,690050,0.006447988,1120,2
-26.91774091,1,10,990050,0.026163681,397,4
-26.91774091,1,100,990050,0.026163681,397,2
-26.91346109,1,65,850050,0.017080023,521,2
-26.91190584,1,40,760050,0.01117365,713,2
-26.91083222,1,15,670050,0.005187928,1353,2
-26.91002002,1,10,650050,0.003853244,1767,2
-26.90664354,1,60,830050,0.015851054,548,2
-26.89965972,1,35,740050,0.009980927,776,2
-26.89818799,1,55,810050,0.014636475,579,2
-26.89069729,1,90,940050,0.02328937,423,2
-26.89039634,1,85,920050,0.021970171,438,2
-26.88952438,1,95,960050,0.024621033,409,2
-26.88856507,1,80,900050,0.020702592,456,2
-26.88810811,1,50,790050,0.013444471,616,2
-26.88693698,1,10,980050,0.025968835,396,4
-26.88693698,1,100,980050,0.025968835,396,2
-26.88660476,1,30,720050,0.008792933,857,2
-26.88514809,1,75,880050,0.019433546,475,2
-26.8800947,1,70,860050,0.018178594,496,2
-26.87645348,1,45,770050,0.012246682,658,2
-26.87336017,1,65,840050,0.016931049,519,2
-26.87330727,1,25,700050,0.007600027,965,2
-26.86491107,1,60,820050,0.015712455,546,2
-26.86332843,1,40,750050,0.011068572,710,2
-26.86073886,1,20,680050,0.006383703,1115,2
-26.85717781,1,95,950050,0.024407325,407,2
-26.85713676,1,90,930050,0.02311215,422,2
-26.85574653,1,10,970050,0.025743858,394,4
-26.85574653,1,100,970050,0.025743858,394,2
-26.85556046,1,85,910050,0.021801777,437,2
-26.85472899,1,55,800050,0.014508167,577,2
-26.85290505,1,105,990050,0.027100545,382,2
-26.85238673,1,80,890050,0.020521754,454,2
-26.85066894,1,15,660050,0.005133674,1346,2
-26.84892133,1,35,730050,0.009887393,773,2
-26.84755592,1,75,870050,0.019263388,473,2
-26.84670889,1,10,640050,0.003812546,1758,2
-26.8428189,1,50,780050,0.013315997,613,2
-26.84101152,1,70,850050,0.018019009,494,2
-26.83355461,1,30,710050,0.00871089,854,2
-26.83270319,1,65,830050,0.016797255,518,2
-26.8292208,1,45,760050,0.012138769,656,2
-26.82441631,1,95,940050,0.02422123,406,2
-26.82416096,1,10,960050,0.025548893,393,4
-26.82416096,1,100,960050,0.025548893,393,2
-26.82313936,1,90,920050,0.022909517,420,2
-26.82259034,1,60,810050,0.015587256,545,2
-26.82243978,1,105,980050,0.026896639,381,2
-26.82026415,1,85,900050,0.021633189,436,2
-26.81777419,1,25,690050,0.007521889,960,2
-26.81572322,1,80,880050,0.020361865,453,2
-26.81402746,1,40,740050,0.01096336,707,2
-26.81064735,1,55,790050,0.014379702,575,2
-26.80945167,1,75,860050,0.019112138,472,2
-26.80252494,1,20,670050,0.006319292,1110,2
-26.80138814,1,70,840050,0.017859341,492,2
-26.79741373,1,35,720050,0.009793702,770,2
-26.79686996,1,50,770050,0.013197739,611,2
-26.79217143,1,10,950050,0.025353794,392,4
-26.79217143,1,100,950050,0.025353794,392,2
-26.79159009,1,105,970050,0.026692622,380,2
-26.79147583,1,65,820050,0.016647993,516,2
-26.79122994,1,95,930050,0.024034978,405,2
-26.78955502,1,110,990050,0.028056076,369,2
-26.78953752,1,15,650050,0.005081181,1340,2
-26.7886954,1,90,910050,0.022732065,419,2
-26.78449656,1,85,890050,0.021464401,435,2
-26.78236019,1,10,630050,0.003771759,1749,2
-26.78128802,1,45,750050,0.012021852,653,2
-26.77968549,1,30,700050,0.008623763,850,2
-26.77966639,1,60,800050,0.01544832,543,2
-26.7785632,1,80,870050,0.020180892,451,2
-26.77082442,1,75,850050,0.018941787,470,2
-26.76592669,1,55,780050,0.014251074,573,2
-26.76398278,1,40,730050,0.010858009,704,2
-26.76136787,1,25,680050,0.00744743,956,2
-26.76121202,1,70,830050,0.017716548,491,2
-26.76034751,1,105,960050,0.026488488,379,2
-26.75976886,1,10,940050,0.025158555,391,4
-26.75976886,1,100,940050,0.025158555,391,2
-26.75941774,1,110,980050,0.027842954,368,2
-26.75760897,1,95,920050,0.023848564,404,2
-26.75379375,1,90,900050,0.02255443,418,2
-26.75024333,1,50,760050,0.013079293,609,2
-26.74966341,1,65,810050,0.016498614,514,2
-26.74824779,1,85,880050,0.021272569,433,2
-26.74511492,1,35,710050,0.009699848,767,2
-26.74337812,1,20,660050,0.006254752,1105,2
-26.74089522,1,80,860050,0.020020664,450,2
-26.73612332,1,60,790050,0.01530924,541,2
-26.73263594,1,45,740050,0.011913579,651,2
-26.73165968,1,75,840050,0.018771373,468,2
-26.72889832,1,110,970050,0.027664139,368,2
-26.72870331,1,105,950050,0.026284234,378,2
-26.72760315,1,115,990050,0.029004751,357,2
-26.72740762,1,15,640050,0.005026718,1333,2
-26.7269439,1,10,930050,0.024963171,390,4
-26.7269439,1,100,930050,0.024963171,390,2
-26.72497337,1,30,690050,0.008536508,846,2
-26.72354337,1,95,910050,0.023661981,403,2
-26.72054998,1,55,770050,0.014122275,571,2
-26.72046858,1,70,820050,0.017556621,489,2
-26.71842363,1,90,890050,0.022376603,417,2
-26.71694045,1,10,620050,0.003730882,1740,2
-26.71317341,1,40,720050,0.010752515,701,2
-26.71150508,1,85,870050,0.021103478,432,2
-26.70725091,1,65,800050,0.016349112,512,2
-26.70406191,1,25,670050,0.007372819,952,2
-26.7029207,1,50,750050,0.012950468,606,2
-26.7027057,1,80,850050,0.019860203,449,2
-26.69798841,1,110,960050,0.027450663,367,2
-26.6977841,1,115,980050,0.028782372,356,2
-26.69664848,1,105,940050,0.026079852,377,2
-26.69368689,1,10,920050,0.024767636,389,4
-26.69368689,1,100,920050,0.024767636,389,2
-26.692002,1,35,700050,0.009599761,763,2
-26.69194562,1,75,830050,0.018619586,467,2
-26.69194482,1,60,780050,0.015170009,539,2
-26.68902274,1,95,900050,0.023475224,402,2
-26.68326953,1,20,650050,0.006190076,1100,2
-26.68324453,1,45,730050,0.011796381,648,2
-26.682574,1,90,880050,0.022173807,415,2
-26.67914317,1,70,810050,0.017396596,487,2
-26.67449952,1,55,760050,0.013993301,569,2
-26.67425631,1,85,860050,0.020934168,431,2
-26.66939326,1,30,680050,0.008453975,843,2
-26.6675852,1,115,970050,0.028596589,356,2
-26.66697052,1,120,990050,0.029951651,346,2
-26.66667909,1,110,950050,0.027237079,366,2
-26.66424748,1,15,630050,0.004973987,1327,2
-26.66422278,1,65,790050,0.016214467,511,2
-26.66417369,1,105,930050,0.025875339,376,2
-26.66398338,1,80,840050,0.019678944,447,2
-26.66157746,1,40,710050,0.01064687,698,2
-26.6599878,1,10,910050,0.024571944,388,4
-26.6599878,1,100,910050,0.024571944,388,2
-26.65488299,1,50,740050,0.012831685,604,2
-26.65403635,1,95,890050,0.023288286,401,2
-26.65166694,1,75,820050,0.018448947,465,2
-26.65041459,1,10,610050,0.00368991,1731,2
-26.64711395,1,60,770050,0.015030622,537,2
-26.64623437,1,90,870050,0.021995704,414,2
-26.64582885,1,25,660050,0.007294309,947,2
-26.63805122,1,35,690050,0.009505599,760,2
-26.63746065,1,120,980050,0.029719954,345,2
-26.63722164,1,70,800050,0.017253179,486,2
-26.63699816,1,115,960050,0.028373876,355,2
-26.63649054,1,85,850050,0.020742123,429,2
-26.6349614,1,110,940050,0.02702338,365,2
-26.63309262,1,45,720050,0.011679055,645,2
-26.63126931,1,105,920050,0.025670686,375,2
-26.6277569,1,55,750050,0.013864144,567,2
-26.62583632,1,10,900050,0.024376089,387,4
-26.62583632,1,100,900050,0.024376089,387,2
-26.62471324,1,80,830050,0.019518106,446,2
-26.62216895,1,20,640050,0.006125261,1095,2
-26.62056305,1,65,780050,0.016064629,509,2
-26.61857405,1,95,880050,0.023074413,399,2
-26.612919,1,30,670050,0.008366421,839,2
-26.61081022,1,75,810050,0.018296736,464,2
-26.60939163,1,90,860050,0.021817391,413,2
-26.60917213,1,40,700050,0.010541071,695,2
-26.6075845,1,125,990050,0.030902173,336,2
-26.60757277,1,120,970050,0.02948819,344,2
-26.60610981,1,50,730050,0.012712696,602,2
-26.60601394,1,115,950050,0.028151068,354,2
-26.60282605,1,110,930050,0.026809562,364,2
-26.60161307,1,60,760050,0.014891072,535,2
-26.6000238,1,15,620050,0.004919297,1320,2
-26.59819349,1,85,840050,0.020572472,428,2
-26.59792539,1,105,910050,0.025465889,374,2
-26.5946877,1,70,790050,0.017092858,484,2
-26.59122172,1,10,890050,0.024180065,386,4
-26.59122172,1,100,890050,0.024180065,386,2
-26.58664004,1,25,650050,0.007219401,943,2
-26.58488278,1,80,820050,0.019336657,444,2
-26.58323741,1,35,680050,0.009411256,757,2
-26.58274578,1,10,600050,0.00364884,1722,2
-26.58262353,1,95,870050,0.022887227,398,2
-26.58215881,1,45,710050,0.01157022,643,2
-26.58030292,1,55,740050,0.013734797,565,2
-26.57837561,1,125,980050,0.030661073,335,2
-26.57729856,1,120,960050,0.029256353,343,2
-26.57625448,1,65,770050,0.015914649,507,2
-26.57462361,1,115,940050,0.027928162,353,2
-26.57203338,1,90,850050,0.021638862,412,2
-26.57026346,1,110,920050,0.026595618,363,2
-26.56935996,1,75,800050,0.018125848,462,2
-26.56413163,1,105,900050,0.025260942,373,2
-26.56004483,1,20,630050,0.006057585,1089,2
-26.55935219,1,85,830050,0.020380289,426,2
-26.55658074,1,50,720050,0.012583468,599,2
-26.55613295,1,10,880050,0.023983864,385,4
-26.55613295,1,100,880050,0.023983864,385,2
-26.55593357,1,40,690050,0.010435109,692,2
-26.55552314,1,30,660050,0.008278723,835,2
-26.55542386,1,60,750050,0.014751352,533,2
-26.55152509,1,70,780050,0.016932421,482,2
-26.54938126,1,130,990050,0.031817852,326,2
-26.54879071,1,125,970050,0.030419922,334,2
-26.54663019,1,120,950050,0.029063082,343,2
-26.54617276,1,95,860050,0.022699842,397,2
-26.5444765,1,80,810050,0.019175416,443,2
-26.54281793,1,115,930050,0.02770515,352,2
-26.53726372,1,110,910050,0.026381542,362,2
-26.53470163,1,15,610050,0.004864494,1313,2
-26.53414768,1,90,840050,0.021435817,410,2
-26.532118,1,55,730050,0.013593749,562,2
-26.5312795,1,65,760050,0.015764522,505,2
-26.53042003,1,45,700050,0.011452577,640,2
-26.52987738,1,105,890050,0.025055837,372,2
-26.52753449,1,35,670050,0.009310761,753,2
-26.52730052,1,75,790050,0.017973185,461,2
-26.52646525,1,25,640050,0.007140624,938,2
-26.52055926,1,10,870050,0.023758843,383,4
-26.52055926,1,100,870050,0.023758843,383,2
-26.52046422,1,130,980050,0.031567434,325,2
-26.51995356,1,85,820050,0.020210271,425,2
-26.51882149,1,125,960050,0.030178714,333,2
-26.51555792,1,120,940050,0.028830908,342,2
-26.5138953,1,10,590050,0.003607669,1713,2
-26.51058736,1,115,920050,0.027482027,351,2
-26.50920938,1,95,850050,0.02251225,396,2
-26.50852722,1,60,740050,0.014611455,531,2
-26.50771726,1,70,770050,0.016788317,481,2
-26.50627372,1,50,710050,0.012464102,597,2
-26.50381657,1,110,900050,0.026167328,361,2
-26.50348052,1,80,800050,0.018993753,441,2
-26.50183693,1,40,680050,0.01032898,689,2
-26.49717707,1,30,650050,0.008190873,831,2
-26.4968639,1,20,620050,0.005992491,1084,2
-26.49572096,1,90,830050,0.02125696,409,2
-26.49515161,1,105,880050,0.024850569,371,2
-26.49230016,1,135,990050,0.032743911,317,2
-26.49117315,1,130,970050,0.031316982,324,2
-26.48845939,1,125,950050,0.029937445,332,2
-26.48561986,1,65,750050,0.015614241,503,2
